substrate	product	barrier	heat
CC(C)=C[CH+]C[C@@]1(C)[C@H]2CC[C@]1(C)CC2	CC(C)=CCC[C@@]1(C)[C@H]2[CH+]C[C@]1(C)CC2	33.466	24.66
C[C+]1[C@H]2CC[C@]3(C)[C@@H](C)CC[C@@]3(C2)[C@H]1C	C[C@H]1CC[C@]23C[C@H]([CH+]C[C@]12C)[C@@H](C)[C@@H]3C	7.943	7.923
C[C+]1[C@H]2CCC[C@]1(C)CC[C@]21CC1(C)C	C[C+]1CCC[C@@H]2[C@@]1(C)CC[C@]21CC1(C)C	5.664	1.901
CC1(C)CCC[C+]2C(=CCCC2(C)C)C1	CC1(C)CCC[C@@]23[C+](C1)[C@@H]2CCC3(C)C	16.015	16.015
C=C(C)CCC[C@H](C)[C+]1CC[C@@]2(C)C[C@@H]12	C=C(C)CCC[C@H](C)C1=CC[C+](C)CC1	12.587	10.49
C[C@H]1CC(C)(C)[C@H]2CC[C@@H](C)[C+]2C12CC2	C[C+]1CC(C)(C)[C@H]2CC[C@@H](C)[C@H]2C12CC2	18.461	5.786
C[C@@H]1C=C[C+]([C@]2(C)CC[C@H](C)[C@H]2C)CC1	C[C+]1CC[C@H](C)[C@@H](C)[C@]12C=C[C@@H](C)CC2	14.06	12.167
C[C@H]1CC[C@H]2[C+](CC2(C)C)[C@@]2(C)CC[C@@H]12	C[C+]1[C@H]2CC[C@@]13CC(C)(C)[C@H]3CC[C@@H]2C	0.575	-18.173
C[C@H]1CC[C@@]23[C+]1CC(C)(C)C[C@@H]2C[C@H]3C	C[C@H]1CC[C+]2[C@H]3C[C@@H](C)[C@]21CC(C)(C)C3	10.889	3.328
C/C1=C\C[C@@]2(C)[C@@H](CCC1)C[C@H]2[C+](C)C	CC(C)=CC[C@@H]1CCC[C+](C)[C@@H]2C[C@]12C	4.241	-2.929
CC1=C[C@]2([CH+][C@@H](C)CC[C@@H]2C(C)C)CC1	C[CH+][C@@H]1CC[C@H](C(C)C)[C@@]12C=C(C)CC2	0.485	-0.026
C/C1=C(\C)CC[C@@H](C)[C@H]2CC[C@@]2(C)[CH+]C1	[CH2+]/C(C)=C(/C)C[C@@H]1C[C@@H](C)[C@H]2CC[C@@]12C	10.06	-15.323
CC1=CC[C+]([C@@]2(C)CCC(C)(C)C2)CC1	C[C+]1CC[C@@]2([C@@]3(C)CCC(C)(C)C3)C[C@@H]12	0.062	-9.055
CC1=C(C(C)C)[C@@H](C)C[C@H]2CCCC[C+]12	CC(C)[C+]1[C@@H](C)C[C@]23CCCC[C@H]2[C@]13C	31.646	6.873
CC(C)=CCC[C@H](C)[C+]1CC[C@]2(C)C[C@H]12	C/C(CCC[C+](C)C)=C1\CC[C@]2(C)C[C@H]12	5.165	4.72
CC1(C)CC[C@H]2CC[C@]3(C)CC[C@@]2(C)[C+]13	C[C+]1CC[C@@]2(C)CC[C@@H]3CCC(C)(C)[C@@]132	5.567	0.952
C[C@H]1C[C@H]2CC(C)(C)C[C@H]2[C@]2(C)CC[C+]12	C/C=C1\CC[C+](C)[C@@H]2CC(C)(C)C[C@@H]2C1	25.723	18.075
C[C@H]1[C+]2CC[C@@H](C)[C@]3(C)C[C@@]1(C)CC[C@H]23	C[C+]1C[C@@]2(C)CCC=C(CC[C@H]1C)[C@@H]2C	39.293	30.151
CC[C@]1(C)C[C@@]2(C)[C+](C)[C@@H]3CC[C@H]2[C@H]1C3	CC[C@]1(C)[CH+][C@]2(C)[C@H]3CC[C@@H]2[C@H](C)C[C@H]31	13.056	13.056
C/C1=C\CCC(C)(C)C[C@@H]2[C+](C)CC[C@@H]12	C/C1=C\[CH+]CC(C)(C)CC[C@@]2(C)CC[C@@H]12	30.311	7.27
C[C@H]1CC[C@]2(C)[C@H]3CC[C@@H](C)[C+]3C[C@]12C	C[C+]1CC[C@H](C)[C@@]2(C)C[C@]23[C@H](C)CC[C@H]13	31.156	22.741
CC1=CCC[C@]2(C1)[C+](C(C)C)CC[C@@H]2C	CC1=CC[CH+][C@@]2(C1)[C@@H](C)CC[C@@H]2C(C)C	9.562	9.562
C=C(C)CCC[C+](C)C1=C(C)[C@@H](C)CC1	CC1=C([C@]2(C)CCC[C+](C)C2)CC[C@@H]1C	3.551	-12.81
CC1=C2CC[C@H](C)[C@@H]2CC[C@@H]([C+](C)C)C1	CC1=C2CC[C@H](C)[C+]2CC[C@@H](C(C)C)C1	9.5	-13.69
C[C+]1CC[C@]23C[C@H]1C(C)(C)[C@@H]2CC[C@H]3C	C[C+](C)[C@@]1(C)[C@H]2CC[C@@]3(C2)[C@H](C)CC[C@@H]13	17.691	13.372
CC(C)=CCC[C@H](C)[C@@]12CC[C+](C)[C@@H]1C2	CC1=CC[C@]2(CC1)[C@@H](C)CC[C@H]2[C+](C)C	0.991	-9.556
CC1=CC[C@]2(C)[C@H](CC1)CC[C@@H]2[C+](C)C	CC(C)=CCC[C@H]1CC[C+](C)[C@H]2C[C@@]12C	24.53	6.982
C[CH+][C@@]12CC=C(C(C)C)C[C@@H]1[C@@H](C)CC2	CC(C)C1=CC[C+]2CC[C@H](C)[C@@H](C1)[C@@H]2C	0.619	-4.386
C/C1=C\CC(C)(C)/C=C\C[C+](C)CCC1	C[C+]1CCC[C@]2(C)C[C@@H]2[C@@H]2[C@H]1CC2(C)C	21.877	-10.872
CC1=C[CH+][C@H]([C@@]2(C)CC[C@@H]2C(C)C)CC1	CC1=CC[C@H]([C@@]2(C)CC[C+]2C(C)C)CC1	3.516	2.067
CC(=C1CCC(C)CC1)[C@@H]1C[C@H]1[C+](C)C	CC(C)=CC[CH+]C(C)=C1CCC(C)CC1	6.673	6.673
C/C=C1/[CH+][C@H]2CC(C)(C)C[C@H]2[C@H](C)CC1	C/C=C1\CC[C+](C)[C@@H]2CC(C)(C)C[C@@H]2C1	7.77	2.828
C[C+]1C/C=C/CC(C)(C)[C@@H]2CC[C@@H](C)[C@@H]12	C/C1=C2/[C@@H](CC[C@H]2C)C(C)(C)C[CH+]CC1	15.777	12.078
C[C+](C)[C@@H]1CC[C@H](C)[C@]12CC[C@@]1(C)C[C@H]12	CC(C)=CCC[C@H](C)[C+]1CC[C@@]2(C)C[C@@H]12	14.961	14.291
C/C1=C\CC[C+](C)CCC(C)(C)/C=C/C1	C[C+]1C/C=C/C(C)(C)CC[C@@]2(C)CC[C@H]12	9.379	-10.503
C[C+]1C[C@@H]2CC[C@H]1[C@@]21CCCC(C)(C)C1	CC1=CCC[C@H]([C+]2CCCC(C)(C)C2)C1	17.502	15.31
CC1=CC[C@@]2(CCC[C+](C)C2(C)C)CC1	CC1=CC[C+](CCCC(C)=C(C)C)CC1	20.248	19.205
C[C+]1CCC=C2CCCC(C)(C)C[C@H]1C2	CC1(C)CCC[C+]2C[C@H](C1)[C@@]1(C)CC[C@@H]21	4.869	-6.892
CC1=C[C@H]2[C@H](C(C)C)CC[C+](C)[C@H]2CC1	CC1=C[C@H]2[C+](C(C)C)CC[C@H](C)[C@H]2CC1	2.965	-5.975
CC(C)[C@]12C[CH+][C@@H]3[C@H](C)[C@H]1CCC[C@@]32C	CC(C)[C@@]12C[C@H]3[CH+][C@]1(C)CCC[C@@H]2[C@H]3C	4.686	-4.131
CC(C)[C@@]1(C)[C+]2CC[C@@H]2[C@]2(C)CC[C@H]1C2	CC(C)[C@]1(C)[C@H]2CC[C@@](C)([CH+]C13CC3)C2	11.792	0.418
C[C+]1C[C@H]2CC[C@]1(C(C)C)[C@@H]1CC[C@]21C	CC(C)[C+]1CC[C@@H]2C[C@@]1(C)[C@@H]1CC[C@@]12C	7.259	7.066
C=C1CCCC(C)(C)C[C@@H]2[C+](C)CC[C@@H]12	C=C1CCCC(C)(C)C[C+]2[C@@H](C)CC[C@@H]12	12.18	-8.02
CC1=CC[C+]([C@H](C)C2(C(C)C)CC2)CC1	C[C+]1CC[C@]2([C@H](C)C3(C(C)C)CC3)C[C@H]12	0.858	-10.245
CC(C)=C1CC[C@@H]2[C+](C1)[C@@H](C)CC[C@@H]2C	CC(C)=C1CC[C@]2([CH+][C@@H](C)CC[C@@H]2C)C1	19.418	12.763
C[C+]1CCC=C2CCCC(C)(C)C[C@@H]1C2	CC1=C2CCCC(C)(C)CCC[C+]2CC1	20.33	-15.739
CC(C)=CCC[C+](C)[C@H]1CC=C(C)CC1	CC(C)=CCC[C@@H](C)[C@@]12CC[C+](C)[C@@H]1C2	11.089	-5.251
C[C@H]1CC[C@]2(C)CC[C@@H]3C[C@H]1C(C)(C)[C+]32	C[C+](C)[C@]12[C@@H]3CC[C@@]1(C)CC[C@H](C)[C@H]2C3	2.259	0.058
C[C+](C)[C@H]1CC[C@H](C)[C@@]12CC[C@]1(C)C[C@H]21	CC(C)[C+]1CC[C@H](C)[C@@]12CC[C@]1(C)C[C@@H]12	5.323	2.691
C[C+]1CC[C@H]2[C@@H]1[C@@H]2[C@]1(C)CC[C@@H]1C(C)C	CC1=C[C@@H]([C@H]2CC[C@H](C(C)C)[C+]2C)CC1	17.26	-10.753
CC(C)=C1CC[C@@]2(C1)[C+](C)CCC[C@@H]2C	CC(C)=C1CC[C+]2[C@@H](C)CCC[C@@]2(C)C1	5.509	1.415
CC(C)=CCC[C+]1[C@@H]2CC[C@@H](C2)C1(C)C	CC(C)=CCC[C@]1(C)[C+](C)[C@H]2CC[C@@H]1C2	13.066	1.952
C[C+]1[C@H](C(C)C)C[C@@H](C)[C@H]2C[C@@H]3CC[C@@]132	CC(C)[C@@H]1C[C@@H](C)[C@H]2C[C@@H]3CC[C+]2[C@@]31C	8.356	6.708
C[C+]1CC[C@@]2([C@]3(C(C)C)CC[C@H]3C)C[C@@H]12	CC1=CC[C+]([C@]2(C(C)C)CC[C@H]2C)CC1	2.53	1.744
C=C(C)CCC[C@H](C)[C@]12CC[C+](C)[C@H]1C2	C=C(C)CCC[C@H](C)[C+]1CC[C@@]2(C)C[C@@H]12	15.863	-2.247
C[C+]1CC[C@H]2[C@H](C)CC[C@@H](C)[C@@]23[C@@H]1[C@H]3C	CC1=C[C@@H](C)[C+]2[C@H](C)CC[C@@H](C)[C@@H]2CC1	36.705	15.846
CC(C)=C1CC[C@H](C)[C@H]2CC[C+](C)[C@@H]2C1	CC(C)=C1CC[C@H](C)[C+]2CC[C@@H](C)[C@@H]2C1	4.566	-1.482
CC1=CC[C@@](C)([C@@]2(C)CCC[C+]2C)CC1	CC1=C[CH+][C@@](C)([C@@]2(C)CCC[C@@H]2C)CC1	0.504	-10.092
CC1=CC[C@]2(C)[C@H](CC1)CC[C@H]2[C+](C)C	CC(C)=CCC[C+](C)[C@@H]1CC=C(C)CC1	22.46	-24.956
C[C+]1[C@@H]2CC[C@@H](C2)[C@]2(C)CC[C@]12C(C)C	CC(C)[C@]1(C)[C+]2CC[C@@]2(C)[C@H]2CC[C@@H]1C2	8.494	3.615
CC1=C2C[C@H]([C+](C)C)CC[C@@]2(C)CCC1	CC1=C2C[C+](C(C)C)CC[C@@]2(C)CCC1	29.567	2.603
C=C(C)CCC[C@@H]1[C+](C)C[C@H]2CC[C@]21C	C[C+]1CC[C@H](C)[C@]2(C1)C[C@H]1CC[C@@]1(C)C2	11.786	-24.388
C/C1=C\C/C(C)=C(\C)CC[C+](C)CCC1	C=C1C/C=C(/C)CCC[C@@H](C)CC[C+]1C	20.594	14.817
C[C@H]1C[C@@]23CC[C@@H]1C(C)(C)[C+]2CC[C@@H]3C	C[C+]1[C@H]2CC[C@@]3(C[C@@H]2C)[C@@H](C)CC[C@]13C	9.213	2.45
CC(C)=CCC[C+]1C[C@]2(C)CC[C@H]1CC2	CC1=CC[C@@H]([C@]2(C)CC[C@H]2[C+](C)C)CC1	7.873	-8.32
C=C(C)[C@@H]1CC[C+](C)[C@H]2CC[C@@H](C)[C@@H]2C1	CC1=C2CC[C@@H](C)[C@@H]2C[C@H](C(C)C)C[CH+]1	3.401	-17.367
C/C1=C\C[C+](C)[C@@H](C)CC/C(C)=C/CC1	CC1=CC[C@@]2(C)[C@@H](C)CC[C+](C)[C@@H]2CC1	2.377	-25.926
C[C+]1[C@H]2CC[C@@]2(C)[C@@H]2CC[C@@]1(C(C)C)C2	CC(C)[C+]1C[C@H]2CC[C@]1(C)[C@H]1CC[C@@]21C	1.494	-5.06
CC(C)=CCC[C+](C)[C@@H]1CC=C(C)CC1	CC1=CC/C(=C(/C)CCC[C+](C)C)CC1	4.013	1.704
C[C+]1CC[C@@]2([C@H]3CC[C@@]3(C)C(C)C)C[C@@H]12	CC1=CC[C+]([C@H]2CC[C@@]2(C)C(C)C)CC1	3.066	-1.279
C/C(=C\CCC(C)C)[C@]12CC[C+](C)[C@H]1C2	CC1=CC/C(=C(\C)[CH+]CCC(C)C)CC1	0	-0.06
C[C@H]1CC[C@@]2(C)CC[C@@H]3[C@@H](CC3(C)C)[C+]12	C[C@H]1CC[C@@]2(C)CC[C+]3C(C)(C)CC[C@]312	22.074	-11.027
C/C1=C\CC[C+](C)[C@H]2CC(C)(C)[C@H]2CC1	C[C+]1CC[C@H]2[C@H](CC2(C)C)[C@]2(C)CC[C@H]12	0.032	-17.268
CC(C)[C+]1C[C@H]2CC[C@]1(C)[C@@H]1CC[C@@]12C	C[C+]1[C@@H]2CC[C@]2(C)[C@@H]2CC[C@@]1(C(C)C)C2	4.176	1.751
CC(C)=C[CH+]CC(C)=C1CCC(C)CC1	CC(C)=C[C@@H]1C[C@@]1(C)[C+]1CCC(C)CC1	2.571	-9.308
C[C@@H]1CC[C+]2[C@@H](C[C@H]3[C@H](C)CC[C@@]23C)C1	C[C+]1[C@H]2C[C@H]3C[C@H](C)CC[C@@]13CC[C@H]2C	4.624	2.96
C=C(C)[C+]1CC[C@@H](C)[C@@H]2CC[C@@H](C)[C@@H]2C1	CC(C)=C1[CH+]C[C@H]([C@@H]2CC[C@@H](C)[C@@H]2C)C1	23.301	-8.959
C[C@H]1C[C@]23[C+](CC[C@H]2C)[C@]1(C)CC[C@@H]3C	C[C+]1[C@@H](C)C[C@]23[C@@H](C)CC[C@]12CC[C@H]3C	0.565	-8.247
C/C1=C/CC(C)(C)[C@H]2CC[C+](C)[C@H]2CC1	C/C1=C/CC[C+](C)[C@@H]2CC(C)(C)[C@H]2CC1	25.877	-4.097
C[C@H]1C[C@@H]2[C@H]([CH+]C[C@@]3(C)CC[C@H]13)C2(C)C	CC(C)[C+]1/C=C/C[C@@]2(C)CC[C@@H]2[C@@H](C)C1	1.607	-11.107
CC(C)=C[CH+][C@]1(C)CC[C@H]2[C@H](C)CC[C@H]21	CC(C)=C[C@@H](C)[C+]1CC[C@@H]2[C@H]1CC[C@H]2C	12.521	5.864
C/C(=C/CCC(C)C)[C@@]12CC[C+](C)[C@@H]1C2	CC1=CC/C(=C(/C)[CH+]CCC(C)C)CC1	0.577	0.004
CC(C)[C@@]1(C)CC[C@]2(C)[C+]1[C@H]1CC[C@@H]2C1	CC(C)[C+]1CC[C@@]2(C)[C@@H]3CC[C@@H](C3)[C@@]12C	0.816	-8.2
C[C+](C)[C@]1(C)CCC2=C(CC1)[C@@H](C)CC2	C[C@H]1CC[C+]2CC[C@]3(C)CC[C@@]21C3(C)C	1.802	-25.146
CC(C)=CCC[C+]1[C@H]2CC[C@H](C2)C1(C)C	CC(C)=C[CH+]C[C@@H]1[C@H]2CC[C@H](C2)C1(C)C	12.264	-3.25
CC1=CC[C@@H]([C@]2(C)CC[C@H](C)[C@H]2C)C[CH+]1	CC1=CC[C+]([C@]2(C)CC[C@H](C)[C@H]2C)CC1	17.41	-6.803
C[C+]1CC[C@@H]2[C@@H](CC2(C)C)[C@]2(C)CC[C@H]12	C[C@@H]1C[C@]2(C)C[C@H]1CC[C+]1[C@H]2CC1(C)C	5.157	5.157
CC(C)=CCC[C@H]1[C+](C)CC[C@@]2(C)C[C@@H]12	CC(C)=CCC[C@@H]1[C@H]2C[C+](C)CC[C@@]12C	12.523	1.719
C=C1CC[C@@H]2[C@@H](C)CCC[C+](C)[C@@H](C)[C@H]12	C=C1CC[C@H]2[C+]1[C@H](C)[C@@H](C)CCC[C@@H]2C	8.348	2.752
CC1=C[CH+][C@@]2(CC1)CC[C@@H](C)[C@@H]2C(C)C	CC1=C[C@H]([C+]2CC[C@@H](C)[C@@H]2C(C)C)CC1	25.11	4.015
CC1=C[C@@H]([C@H]2CC[C+](C(C)C)[C@H]2C)CC1	C[C+]1CC[C@@H]2[C@H]3CC[C@](C(C)C)([C@H]3C)[C@H]12	2.476	-26.887
C=C(C)CCC[C+]1[C@H]2CC[C@H](C2)C1(C)C	C=C(C)CCC[C@]1(C)[C+](C)[C@@H]2CC[C@H]1C2	5.469	2.148
CC1=CC[C@@H]([C@H]2CC[C@H](C)C2(C)C)C[CH+]1	CC1=CC[C+]([C@H]2CC[C@H](C)C2(C)C)CC1	11.555	-8.795
CC(C)=C[C@H]1C[C@H]2CC[C+](C)[C@@H](C1)[C@H]2C	CC(C)=C[CH+]C[C@H]1CC[C@@]2(C)C[C@H]2[C@H]1C	18.52	17.536
CC1(C)C[C@@]12[CH+]CC[C@@]1(C)CCC[C@]12C	CC1(C)C[C@@H]2CC[C@@]3(C)CCC[C@@]3(C)[C+]21	3.625	0.118
CC1=CC[C+]([C@]2(C)CC[C@@H]2C(C)C)CC1	C[C+]1CC[C@]2([C@]3(C)CC[C@@H]3C(C)C)C[C@H]12	1.565	-0.449
C[C+](C)[C@]12CC[C@H](C)[C@H]3CC[C@@]3(C)[C@H]1C2	C[C@H]1CC[C+]2CC(C)(C)[C@@H]2[C@]2(C)CC[C@H]12	12.008	4.489
CC(C)=CCC[C@H](C)[C+]1CC[C@]2(C)C[C@H]12	CC(C)=CCC[CH+][C@@]1(C)CC[C@]2(C)C[C@H]12	21.461	17.318
C[C@H]1CC[C+]2[C@@H](CC1)[C@]1(C)C[C@@H]1C2(C)C	C[C+]1C[C@@H]2C(C)(C)[C@@]23CC[C@H](C)CC[C@@H]13	30.062	-0.91
CC[C@H]1[C+](C)[C@@H]2C[C@@H](C)[C@H]3CC[C@@H]2[C@@]13C	CC/C=C(/C)[C@@H]1C[C@@H](C)[C@H]2CC[C@@H]1[C+]2C	44.886	23.864
CC1=C[C@@H]([C@@H]2CC[C@@H](C(C)C)[C+]2C)CC1	C[C+]1CC[C@H]2[C@@H]1[C@]1(C)CC[C@@H](C(C)C)[C@H]21	4.025	-11.257
CC(C)=C1C/C=C(/C)CCC[C+](C)CC1	CC(C)=C1CC[C@@]2(C)CCC[C+](C)[C@@H]2C1	0.662	-31.879
CC(C)=C1CC/C(C)=C\CC[C+](C)CC1	C/C1=C/CC/C(C)=C/C[C@H]([C+](C)C)CC1	13.494	7.315
C[C@H]1[C@@H]2CCC[C+]2[C@@]2(C)CC[C@@H](C)[C@@]12C	C[C+]1[C@H](C)CC[C@]1(C)[C@@]12CCC[C@@H]1[C@@H]2C	23	19.61
C[C@H]1CCC(C)(C)[C@]23C[C@](C)(CC[C+]12)C3	C[C@H]1CCC(C)(C)[C+]2C[C@@]3(C)CC[C@]21C3	4.036	-13.844
C[C@@H]1CC[C+]2CC(C)(C)[C@@H]2[C@]2(C)CC[C@@H]12	C[C@@H]1CC[C@H]2CC(C)(C)[C@@H]2[C@]2(C)CC[C+]12	8.364	-4.448
C[C+]1C[C@H]2CC(C)(C)C[C@@H]2[C@@]2(C)CC[C@@H]12	C[C+]1CC[C@@H]2[C@@H]1CC(C)(C)C[C@@H]1C[C@]12C	40.948	26.062
C/C(=C/CCC(C)C)[C@]12CC[C+](C)[C@H]1C2	CC1=CC/C(=C(\C)[CH+]CCC(C)C)CC1	0.807	-1.743
C[C+]1CC[C@]23CC[C@@H](C(C)C)[C@@]2(C)[C@H]1C3	CC1=CC[C@@]2(CC1)CC[C@@H](C(C)C)[C+]2C	13.77	0.206
C=C(C)[C+]1CC[C@@H](C)C2(CC2)[C@H](C)CC1	C=C(C)C12CC[C+]([C@H](C)CC1)[C@H](C)CC2	2.914	-9.528
C[C@@H]1CC[C+]2CC(C)(C)[C@@H]3CC[C@]3(C)[C@H]21	C[C@H]1[CH+][C@]2(CC1)CC(C)(C)[C@@H]1CC[C@@]12C	16.216	15.745
CC[C@H]1C=C[C@@H]2C[C@H]1[C@H](C(C)C)C[C+]2C	CC[C+]1C=C[C@H]2C[C@@H](C(C)C)[C@@H]1C[C@@H]2C	11.651	-7.58
CC(C)[C@H]1CC[C@H](C)[C+]2[C@@H]1C[C@]1(C)C[C@H]21	C[C+]1CC=C2[C@@H](C)CC[C@H](C(C)C)[C@H]2C1	17.895	13.779
C[C+]1C[C@H]2[C@H]1CC(C)(C)[C@H]1CC[C@H](C)[C@@H]21	C[C@H]1C[C@H]2[C+]1CC(C)(C)[C@H]1CC[C@H](C)[C@@H]21	10.173	-8.579
C[C+]1CC[C@H]2[C@H](C)CC[C@@H](C)[C@@]23[C@@H]1[C@H]3C	C[C@H]1[C@H]2[C+]3[C@H](C)CC[C@@H](C)[C@@H]3CC[C@@]12C	12.47	1.078
C[C+](C)[C@H]1CC[C@@]2(C)[C@]3(C)[C@H](C)CC[C@]123	[CH2+][C@@]12[C@H](C)CC[C@@]13[C@@H](C(C)C)CC[C@@]23C	4.769	0.224
C[C+]1[C@@H](C)CC[C@@]12CC[C@H]1[C@@H]2CC1(C)C	C[C@H]1CC[C@]1(C)[C+]1CC[C@H]2[C@@H]1CC2(C)C	20.604	15.728
C[C+](C)[C@]12[C@@H](C)CC[C@@H]3C[C@H]1[C@@H](C)C[C@@H]32	C[C@H]1CC[C@@H]2C[C@H]3[C@@H](C)C[C@@H]2[C+]1C3(C)C	11.834	-7.249
CC1=CC[C@H]([C@]2(C)CC[C@H]2[C+](C)C)CC1	CC(C)=C1CC[C@@]1(C)C1CC[C+](C)CC1	1.236	-1.008
CC1=CC=C(C)[C@@H](CCC[C+](C)C)CC1	CC1=C[CH+]C(C)=C(CCCC(C)C)CC1	2.037	-16.466
CC1=C[C@H]2CC[C@H](C(C)C)[C@@H](CC1)[C+]2C	C[C+]1CC[C@@H]2[C@@H](C(C)C)CC[C@@H]3[C@H]1[C@@]32C	1.912	-13.672
C[C@H]1CC[C+]2C[C@H]3CC[C@]21[C@H]3C(C)(C)C	C[C@H]1CC[C@]23CC[C@H](C2)[C@H](C(C)(C)C)[C+]13	1.363	-2.075
CC1=CC[C+]([C@H]2CCCC(C)(C)C2)CC1	CC1=CC[C@H]([C+]2CCCC(C)(C)C2)CC1	35.764	-1.498
CC(C)[C@H]1CC[C+]2CC[C@@]3(C)C[C@@]23CC1	CC(C)[C@@H]1CC[C+]2C[C@]3(C)CC[C@]23CC1	29.327	22.542
C[C+](C)[C@]1(C)CC[C@]2(C)[C@H]1[C@H]1CC[C@@H]2C1	C[C+]1[C@@H]2[C@H]3CC[C@H](C3)[C@]2(C)CCC1(C)C	2.934	-0.285
C=C[C@@H]1CC(C)(C)C[C@@H]2[C+](C)CC[C@]12C	C=C[C@H](C[C+](C)C)[C@@]1(C)CC[C@@]2(C)C[C@H]21	27.178	27.178
C[C+](C)[C@@]12CC[C@@H](C)[C@@H]3CC[C@]3(C)[C@@H]1C2	CC(C)=C1CC[C@@H](C)[C@@H]2CC[C+](C)[C@H]2C1	32.293	-7.7
C/C1=C\CC[C+](C)CCC(C)(C)/C=C\C1	C/C1=C/CC/C(C)=C/CC(C)(C)[CH+]CC1	19.85	10.729
CC(C)[C+]1CC[C@@]23CC[C@]2(C)CC[C@@]13C	CC(C)[C@@]1(C)CC[C@@]23CC[C@]2(C)CC[C+]13	6.602	4.645
C[C+]1C[C@H]2CC(C)(C)C[C@@H]2[C@@]2(C)CC[C@@H]12	CC1=C2CC(C)(C)CCC[C@H](C)[C+]2CC1	1.685	-20.457
C=C1CC[C@@H](C)[C@@H]2CC[C@@H](C)C(C)(C)[C+]12	C=C1CC[C@@H](C)[C@@H]2CC[C@@H](C)[C@@]12[C+](C)C	12.918	5.605
CC1=CC[C+]2[C@H](C)[C@@H](CCC(C)C)[C@@H]2C1	C[C+]1C[C@H]2[C@H](CCC(C)C)[C@@H](C)[C@]23C[C@H]13	1.619	-5.492
CC(C)[C@@H]1C[C@@H](C)[C@H]2C[C@@H]3CC[C+]2[C@@]31C	C[C+]1[C@H](C(C)C)C[C@@H](C)[C@H]2C[C@@H]3CC[C@@]132	0.992	-2.238
C[C+]1[C@@H]2CC[C@@H](C2)[C@]2(C)CC[C@]12C(C)C	CC(C)[C+]1[C@]2(C)CC[C@@]1(C)[C@H]1CC[C@@H]2C1	6.193	1.522
C[C@H]1CC[C@]1(C)[C+]1CC[C@@]2(C)CC[C@@]12C	CC1=C([C@@]2(C)CC[C@@H]2C)CC[C+](C)CC1	22.509	19.85
CC1=C[CH+][C@]2(CC1)[C@@H](C)CC[C@@H]2C(C)C	CC(C)=CCC[C@H](C)[C+]1CC=C(C)CC1	30.376	22.985
CC1=C[C@@H]([C@@H](C)[C+]2CC[C@@H]2C(C)C)CC1	CC1=C[C@@H]([C+](C)[C@H]2CC[C@@H]2C(C)C)CC1	16.173	-0.975
C[C@H]1CC[C+]2C[C@@H]3CC[C@@]21[C@H]3C(C)(C)C	C[C@H]1CCC2=C[C@@H](CC(C)(C)C)CC[C+]21	36.158	2.738
CC1=C=CC(C)(C)CCC[C+](C)CCC1	C/C1=C\CC[C+](C)/C=C/C(C)(C)CCC1	0.091	-11.809
C/C1=C\C[C@@H](C)[C+](C)CC[C@H](C)C12CC2	C/C1=C\C[C@@H](C)[C@H](C)CC[C+](C)C12CC2	14.788	-1.743
CC(C)[C@@H]1CC[C+]2CC[C@]3(C)CC[C@@]21C3	CC(C)[C@@H]1CC[C@]23CC[C@](C)(CC2)C[C+]13	0	-7.326
C[C@@H]1CC[C@@H]2[C@@H](CC2(C)C)[C@@]2(C)CC[C+]12	C[C+]1[C@@H]2CC(C)(C)[C@@H]2CC[C@@H](C)C12CC2	4.081	-2.372
CC1=C[C@@H]([C+]2[C@H](C)CC[C@H]2C(C)C)CC1	CC1=C[C@@H]([C@@H]2[C+](C(C)C)CC[C@H]2C)CC1	10.316	-4.873
C[C+]1CCC=C2CC(C)(C)CCC[C@]21C	CC1(C)CCC[C+]2C(=CCCC2(C)C)C1	1.51	-13.957
CC1(C)CCC[C+]2CC[C@@H]3C(C)(C)[C@]23C1	C[C+](C)[C@H]1CCC2=C1CC(C)(C)CCC2	27.652	9.664
C=C(CCC1=C(C)CCC[C+]1C)C(C)C	C=C1CC[C@@]2([C+](C)CCC[C@@H]2C)C1(C)C	12.819	9.382
C[C@@H]1[C+]2[C@H]3CC[C@H](C3)[C@@]1(C)CCC2(C)C	C[C+]1[C@H]2[C@H]3CC[C@H](C3)[C@@]2(C)CCC1(C)C	10.12	3.278
CC1=CC[C+]([C@]2(C)CC[C@H]2C(C)C)CC1	CC1=CC[C@]2(CC1)CC[C@@H](C(C)C)[C+]2C	3.328	-15.503
C=C(C)[C@H]1CC[C@@H](C2(C)C[CH+]C2)C[C@@H]1C	C[C+](C)[C@H]1CC[C@@H]([C@]2(C)C=CC2)C[C@@H]1C	11.452	-11.784
C[C+]1CC[C@]2(C)C[C@@H](C)[C@H]1[C@]1(C)CC[C@@H]12	C[C@H]1[CH+][C@]2(C)CC[C@](C)(C1)[C@H]1CC[C@]12C	9.48	7.67
C[C+](C)[C@@H]1CC[C@]2(C)CC=C[C@@H](C)[C@@H]2C1	C[C@@H]1[CH+][C@@H]2C[C@@]3(C)CC[C@H](C[C@@H]13)C2(C)C	10.851	-15.997
CC1=C2CC(C)(C)CCC[C+](C)[C@H]2CC1	CC1=C2CC(C)(C)CCC[C@]2(C)[CH+]CC1	34.973	34.53
C[C+](C)C1([C@H]2C=CC(C)(C)CCC2)CC1	CC1(C)C=C[C@H]([C+]2CCC2(C)C)CCC1	11.341	-3.281
